language,language_family,code,true_value,simulated_mean,simulated_sd,z
Tsonga,Atlantic-Congo,tson1249,1.4,1.92058696,0.33756964032264286,-1.542161669226038
Tuyuca,,tuyu1244,2.0,2.0,0.0,
Yurok,Algic,yuro1248,2.45915,2.4487210600000004,0.3950405679664765,0.02639966840287838
Maithili,Indo-European,mait1250,1.3333300000000001,1.33333,2.220446049250313e-16,1.0
Eel River Athabaskan,,wail1244,2.0,1.29,0.957026645397086,0.7418811204628575
Nyoro,Atlantic-Congo,nyor1246,1.45987,1.9331213699999998,0.26644109054652804,-1.776195139530691
Modern Ossetic,Indo-European,osse1243,1.0,2.14433297,0.30833471534467066,-3.7113335380377523
Puelche,,puel1244,2.0,2.43501326,0.13557828764213092,-3.2085761486252875
Kumyk,Turkic,kumy1244,1.3333300000000001,2.1087809,0.1267675785995378,-6.1171074541833
Bandjalangic,Pama-Nyungan,band1339,2.13413,2.16474645,0.29568554021510335,-0.1035439540862481
Gimi (Eastern Highlands),Nuclear Trans New Guinea,gimi1243,-0.0,0.0,0.0,
Tamil,Dravidian,tami1289,1.5,1.5,0.0,
Bemba (Zambia),Atlantic-Congo,bemb1257,1.5,1.97607229,0.2909414960686356,-1.6363162231340507
Mudburra,Pama-Nyungan,mudb1240,1.0,1.0,0.0,
Nengone,Austronesian,neng1238,2.0,2.0,0.0,
Casiguran-Nagtipunan Agta,Austronesian,casi1235,1.0,1.0,0.0,
Warrongo,Pama-Nyungan,waru1264,1.0,1.0,0.0,
Lo-Toga,Austronesian,loto1240,2.5949,1.91790496,0.4294607722633097,1.5763838835201527
Araki,Austronesian,arak1252,1.8449,1.5541731999999997,0.33242790230929775,0.874555950268886
Ottawa,Algic,otta1242,2.0,1.352,0.936,0.6923076923076922
Komi-Zyrian,Uralic,komi1268,2.0,2.43289118,0.13656866835261883,-3.1697693564843115
Bungku,Austronesian,bung1269,1.0,1.0,0.0,
Nepali,Indo-European,nepa1254,0.66667,0.66667,0.0,
Duungidjawu,Pama-Nyungan,duun1241,-0.0,0.0,0.0,
Luguru,Atlantic-Congo,lugu1238,1.07592,1.9594572,0.32891472644465164,-2.6862196458955987
Malapandaram,Dravidian,mala1468,1.33334,1.33334,0.0,
Akkadian,Afro-Asiatic,akka1240,1.0,1.0,0.0,
Soga,Atlantic-Congo,soga1242,1.3333300000000001,2.0999270800000005,0.1481083096260085,-5.1759221473511605
Chamorro,Austronesian,cham1312,2.0,1.75728432,0.3908569366678013,0.6209834270033436
Sa'a,Austronesian,saaa1240,1.0,2.1818907299999997,0.5355504787206965,-2.2068708309686462
Yidiñ,Pama-Nyungan,yidi1250,1.5,1.9742304899999998,0.29018409216850594,-1.6342401351367692
South Marquesan,Austronesian,sout2866,2.0,2.0,0.0,
Jamaican Creole English,Indo-European,jama1262,2.0,2.4380564299999996,0.13350236026735665,-3.281263560604711
Ngaanyatjarra,Pama-Nyungan,ngaa1240,1.5,1.95856241,0.2949653010058843,-1.5546317090051625
Onobasulu,Bosavi,onob1238,3.0,2.154,0.5516194340303829,1.5336660527326578
Huli,Nuclear Trans New Guinea,huli1244,1.5,1.919,0.44321439507308424,-0.9453664065466751
Luiseno-Juaneño,Uto-Aztecan,luis1253,0.8,1.4368000000000003,0.32237518514922947,-1.9753381442967504
Pendau,Austronesian,pend1242,1.0,1.0,0.0,
Baure,Arawakan,baur1253,2.0,1.397,0.48927599573246994,1.2324332386208314
Teko,Tupian,emer1243,-0.0,0.0,0.0,
Kriol (Roper River),Indo-European,krio1252,2.29611,1.84446784,0.32751333077896905,1.3790038986376483
Malgana,Pama-Nyungan,malg1242,2.0,2.0,0.0,
Southeast Ambrym,Austronesian,sout2859,2.0,1.719,0.39311448714083286,0.7148044887476558
Tehuelche,,tehu1242,1.33333,2.3796094,0.2879766061700845,-3.6332097037842286
Pirriya,Pama-Nyungan,pirr1240,1.0,1.0,0.0,
Tlingit,,tlin1245,2.0,2.0,0.0,
Odia,Indo-European,oriy1255,1.27273,1.2727299999999997,2.220446049250313e-16,1.0
Duna,,duna1248,1.5,1.9255,0.4191655400912627,-1.015112072207458
Kankanaey,Austronesian,kank1243,1.0,1.0,0.0,
Guarayu,Tupian,guar1292,1.0,1.0,0.0,
Haya,Atlantic-Congo,haya1250,0.8,1.7767907200000002,0.300010509539052,-3.2558550082154785
Komo (Democratic Republic of Congo),Atlantic-Congo,komo1260,1.3333300000000001,2.38736441,0.3854765209719678,-2.734367341861141
Icari,Nakh-Daghestanian,icar1234,1.3333300000000001,2.1047739600000006,0.13094890725591565,-5.891182875565006
Aché,Tupian,ache1246,2.12509,2.0154026500000004,0.25092173865027617,0.43713769317084644
Meadow Mari,Uralic,gras1239,2.0,2.40206386,0.40448011727487965,-0.9940262644029115
Prai,Austroasiatic,phai1238,1.0,1.7645043400000002,0.1611404978246139,-4.744333983826278
Hungarian,Uralic,hung1274,1.6666599999999998,2.27222532,0.16872023463146799,-3.5891683135856445
Yavitero,Arawakan,yavi1244,2.0,1.375,0.4841229182759271,1.2909944487358056
Western Tawbuid,Austronesian,west2559,1.0,1.0,0.0,
Karok,,karo1304,2.0,2.0,0.0,
Indonesian Bajau,Austronesian,indo1317,0.81128,0.81128,0.0,
Bats,Nakh-Daghestanian,bats1242,1.8,2.1604,0.11946480653313764,-3.0167880437661014
Pitjantjatjara,Pama-Nyungan,pitj1243,1.6666699999999999,1.5830845000000004,0.4157184323791165,0.20106277107235218
Lingua Geral Paulista,Tupian,tupi1274,2.5949,1.9216564599999997,0.45086706173756846,1.4932196142371301
Buhid,Austronesian,buhi1245,1.0,1.0,0.0,
North Saami,Uralic,nort2671,2.66667,2.3331849300000003,0.3758492895967679,0.887284023757983
Balinese,Austronesian,bali1278,1.0,1.0,0.0,
Uripiv-Wala-Rano-Atchin,Austronesian,urip1239,0.5,1.169,0.4705730549022117,-1.4216708607317579
Kodava,Dravidian,koda1255,1.6666699999999999,1.50707084,0.4141538248101717,0.38536203323282736
Lahnda,Indo-European,lahn1241,0.8,1.8141845600000002,0.30926424405547825,-3.279346317895281
Sanga (Democratic Republic of Congo),Atlantic-Congo,sang1331,1.0,1.0,0.0,
Serrano,Uto-Aztecan,serr1255,1.0,1.1820588,0.45720799816118696,-0.39819688354580346
Araweté,Tupian,araw1273,2.33334,2.5276741,0.43040038367616495,-0.4515193465678173
Guugu Yimidhirr,Pama-Nyungan,gugu1255,1.0,1.0,0.0,
'Are'are,Austronesian,area1240,-0.0,1.172,0.6110777364623916,-1.917922925460941
North Slavey,,nort2942,3.0,2.133,0.5378763798494965,1.6118945402335676
Usarufa,Nuclear Trans New Guinea,usar1243,1.0,1.0,0.0,
Waorani,,waor1240,1.8,2.3861900800000004,0.1997106059977628,-2.9351975428213715
Rapanui,Austronesian,rapa1244,1.0,1.0,0.0,
Gigatl,Nakh-Daghestanian,giga1238,2.0,2.43570842,0.13521002941758273,-3.2224563656765284
Trumai,,trum1247,2.0,2.0,0.0,
Keyagana,Nuclear Trans New Guinea,keya1238,1.0,1.0,0.0,
Jurúna,Tupian,juru1256,1.1428500000000001,1.7689154000000002,0.40940655057123837,-1.5292022053053649
Ganggalida,,gang1267,1.2000000000000002,1.0335999999999999,0.32470146288552515,0.5124707431905391
Lunda,Atlantic-Congo,lund1266,1.5,2.11357457,0.36602416572354224,-1.676322569541576
Parakanã,Tupian,para1312,2.0,2.0,0.0,
Kuman,Nuclear Trans New Guinea,kuma1280,0.75,1.7665,0.3653460688169506,-2.7822935204738637
Eastern Panjabi,Indo-European,panj1256,1.5,1.48083987,0.13068437534488622,0.14661377803914868
Hehe,Atlantic-Congo,hehe1240,1.5,2.0792813299999997,0.3633295113669286,-1.5943690558485355
Tokharian A,Indo-European,tokh1242,2.0,2.0,0.0,
Iloko,Austronesian,ilok1237,1.0,1.0,0.0,
Chirag,Nakh-Daghestanian,chir1284,1.3333300000000001,2.11174306,0.1140250439519161,-6.826685024811333
